id,courseCode,courseName,credits,campus,school,subject,courseDescription,coursePrerequisite,offeredJointlyWith,quarters,genEdReq,curriculum,overlappingCourses,createdAt,updatedAt
683916c9-a23f-4275-bd49-4d10345f29d0,B PHYS 311,Introduction to Astrophysics I,5,bothell,"School of Science, Technology, Engineering, and Math (STEM)",Physics - Bothell (B PHYS),"Introduces astronomy and astrophysics using mathematics. First in a series of courses of two. Topics include the basics of celestial motion, telescopes, and stars.",Minimum grade of 2.0 in B PHYS 123.,,"{""Winter 2026""}",None,"PHYSICS - BOTHELL, bothell campus",,2025-10-28 05:09:18.911,2025-10-28 05:52:32.565
dbdce8e4-3680-4c6d-9950-1692cc26e673,B BUS 300,"Organizational Behavior, Ethics, and Inclusivity",5,bothell,School of Business,Business Administration (Bothell Campus) (B BUS),"Focuses on how organizations succeed through the actions of employees and innovative and evidence-based human-centered management practices. This course emphasizes diversity and inclusivity across all topics and examines managers and leaders' responsibilities in facilitating (1) individual, group, and organizational inclusive and ethical performance, (2) decision making, and (3) diversity, employee motivation, and well-being.",B WRIT 135 or ENGL 141.,,"{""Winter 2026""}",(DIV) Diversity,"BUSINESS ADMINISTRATION (BOTHELL CAMPUS), bothell campus",MGMT 300,2025-10-28 05:07:33.535,2025-10-28 05:50:46.37
f70403f9-629a-4e72-8304-4d681597605f,B BUS 438,Marketing Management Laboratory,5,bothell,School of Business,Business Administration (Bothell Campus) (B BUS),"Capstone marketing course. Development and implementation of tactical as well as strategic aspects of marketing decisions. Integrates marketing concepts from other marketing classes to formulate coherent marketing decisions. Topics include multi-product, multi-market businesses, and challenges inherent in developing and implementing marketing decisions in a complex environment. Analysis of markets, businesses and competitive situations.","A minimum grade of 1.7 in either B BUS 320 or ELCBUS 320; a minimum grade of 1.7 in either B BUS 421, B BUS 423, B BUS 424, B BUS 425, B BUS 426, B BUS 427, B BUS 429, or B BUS 431; may not be repeated.",,"{""Winter 2026""}",None,"BUSINESS ADMINISTRATION (BOTHELL CAMPUS), bothell campus",,2025-10-28 05:07:38.388,2025-10-28 05:50:51.125
b2b0e215-0715-4ed7-89e6-8c9ab01517fd,B BUS 475,Managing Innovation,5,bothell,School of Business,Business Administration (Bothell Campus) (B BUS),"Examines topics such as the nature of innovation, technology strategy, organizational and technical capabilities, and new product development processes. Course requirements typically include readings, case analyses, classroom discussion, and research project(s).",May not be repeated.,,"{""Winter 2026""}",None,"BUSINESS ADMINISTRATION (BOTHELL CAMPUS), bothell campus",,2025-10-28 05:07:41.352,2025-10-28 05:50:54.017
77cd6f0b-a9da-4900-8b4b-631593affe44,B BUS 480,Global Environment of Business,5,bothell,School of Business,Business Administration (Bothell Campus) (B BUS),"Focuses on the major changes and issues facing businesses and managers operating in an increasingly global environment. Emphasizes topics such as trade policy, accelerating advances in technology, the changing nature of the work force, and societal expectations of business. Problems and issues from the perspective of directing the entire business enterprise.",A minimum grade of 1.7 in B BUS 300; a minimum grade of 1.7 in B BUS 307; a minimum grade of 1.7 in B BUS 320; a minimum grade of 1.7 in B BUS 340; a minimum grade of 1.7 in B BUS 350; may not be repeated.,,"{""Winter 2026""}",None,"BUSINESS ADMINISTRATION (BOTHELL CAMPUS), bothell campus",,2025-10-28 05:07:41.647,2025-10-28 05:50:54.305
8104dfc9-3cdc-47e9-882e-a0eea7093f05,B BUS 534,Human Resource Management,4,bothell,School of Business,Business Administration (Bothell Campus) (B BUS),"Provides an introduction to the strategic role of the human resource function within modern organizations; examines human resource management practices associated with individual and organizational effectiveness, employee satisfaction, and motivation; and develops an understanding of how general managers can apply these concepts in managing people within their organizations.",None,,"{""Winter 2026""}",None,"BUSINESS ADMINISTRATION (BOTHELL CAMPUS), bothell campus",,2025-10-28 05:07:44.331,2025-10-28 05:50:56.886
e0a7d717-8a2f-47d4-a077-caca4d40816b,B BECN 302,Intermediate Microeconomics,5,bothell,School of Business,Business Economics (Bothell Campus) (B BECN),"Intermediate level analysis of theories of household behavior (demand for consumer goods, labor supply, and savings decisions) and producer behavior (supply of output, demand for labor and capital). Various notions of equilibria in competitive and noncompetitive markets are introduced, and their welfare properties are discussed.","B BUS 220/BIS 200 and either B MATH 144, MATH 112, STMATH 114, STMATH 124, MATH 124, or MATH 134.",,"{""Winter 2026""}",(RSN) Reasoning,"BUSINESS ECONOMICS (BOTHELL CAMPUS), bothell campus",,2025-10-28 05:07:45.064,2025-10-28 05:50:57.542
d1176ff7-6b47-4ac9-bb52-a5c503dc69a4,B EDUC 295,"Gathering, Analyzing, and Using Data in Education",5,bothell,School of Educational Studies,Education (Bothell Campus) (B EDUC),"In this course, you will be introduced to gathering, analyzing, using, critiquing educational data and drawing conclusions from it. To do this, we focus on two broad areas; descriptive statistics and inferential statistics. We will problematize the notion of ""neutrality"" in statistical analyses. We will examine ways in which bias in statistical analyses may perpetuate inequities and offer insights for practicing critical statistical analyses.",None,,"{""Winter 2026""}",(DIV) Diversity and (RSN) Reasoning,"EDUCATION (BOTHELL CAMPUS), bothell campus",B BUS 215; B HLTH 215; B MATH 215; and BIS 215,2025-10-28 05:07:47.442,2025-10-28 05:50:59.916
66505433-6449-4e38-844b-04f06dcf8dec,B EDUC 453,Children in Schools and Society,5,bothell,School of Educational Studies,Education (Bothell Campus) (B EDUC),"Focuses on the age ranges of early to middle childhood and explores how children's identities are situated within schools and society. Students will explore resources for educators, caregivers, and other professionals to support children through an asset-based approach. Childhood is thought to be a time of exploration, fun, and growth. It is also a period when development is influenced by family, peers, teachers, and community.",B EDUC 210.,,"{""Winter 2026""}","(DIV) Diversity, (SSc) Social Science","EDUCATION (BOTHELL CAMPUS), bothell campus",,2025-10-28 05:07:50.631,2025-10-28 05:51:03.015
b4b5f55a-1e72-485e-b6e0-b719ee0cfcb2,B CORE 116,Explore: Natural Sciences,5,bothell,First Year and Pre-major Program,Bothell Core (B CORE),"This course is an interdisciplinary approach to examining questions and problems from various angles and perspectives, building creative and critical inquiry skills, and investigating the ways in which we interact with, study, reflect on, and analyze the natural world through physical, chemical, biological, mathematical, and/or technological phenomena, concepts, principles, processes, and/or theories.",None,,"{""Winter 2026""}",(NSc) Natural Science,"BOTHELL CORE, bothell campus",,2025-10-28 05:07:54.296,2025-10-28 05:51:06.555
c463f03b-f028-4d86-8a2e-605118f3f85f,BCWRIT 599,Thesis Practicum,1-5,bothell,School of Interdisciplinary Arts and Sciences (Bothell),Creative Writing - Bothell (BCWRIT),"Provides students with career and creative development opportunities and practice in accordance with individualized plans, including but not limited to presenting work-in-progress at salons and readings; submitting work to conferences, residencies, and publications; and interning at arts, education, or media organizations.",None,,"{""Winter 2026""}",None,"CREATIVE WRITING - BOTHELL, bothell campus",,2025-10-28 05:07:59.828,2025-10-28 05:51:11.912
038ac784-0e0f-460e-a340-9dbe597d834b,BISCLA 201,"Exploring Culture, Literature, and the Arts",5,bothell,School of Interdisciplinary Arts and Sciences (Bothell),"Culture, Literature, and the Arts -- Bth (BISCLA)","Explores how the humanities, including culture, literature, and the arts, enables people to live rich, fulfilling lives. Humanities, like art, music, performance, literature, philosophy, and history, are important and crucial for appreciating who we are as individuals, cultures, and civilizations. Examines the evolution of the humanities from classical periods to the present, and how humanities form the core of an interdisciplinary education.",None,,"{""Winter 2026""}","(A&H) Arts and Humanities, (W) Additional Writing - see section details below","CULTURE, LITERATURE, AND THE ARTS -- BTH, bothell campus",,2025-10-28 05:08:00.424,2025-10-28 05:51:12.42
a15821f6-bdfb-4ed8-bf39-fc1f960d9998,BES 303,Environmental Monitoring Practicum,5,bothell,School of Interdisciplinary Arts and Sciences (Bothell),Environmental Science - UW Bothell (BES),"Provides an introduction to the principles and methods of environmental monitoring and analysis. Field and laboratory studies provides experience with monitoring equipment and rigorous sampling techniques; enhance understanding of the range and variability of environmental parameters; and develop abilities in the quantitative analysis, interpretation, and presentation of data.",None,,"{""Winter 2026""}","(NSc) Natural Science, (RSN) Reasoning","ENVIRONMENTAL SCIENCE - UW BOTHELL, bothell campus",,2025-10-28 05:08:02.992,2025-10-28 05:51:14.943
d98d10bc-c1a9-4d72-86af-733376349a0a,BISGST 324,International Political Economy,5,bothell,School of Interdisciplinary Arts and Sciences (Bothell),Global Studies -- Bothell (BISGST),"The study of interrelations between international politics and economics. Addresses the Bretton Woods institutions, differing political conceptions of international economic relations, trade, trade restrictions, trade agreements, global financial flows, migration, and exchange rates. Methods emphasize institutional analysis, historical analysis, accounting frameworks, and formal economic models.",None,,"{""Winter 2026""}","(RSN) Reasoning, (SSc) Social Science","GLOBAL STUDIES -- BOTHELL, bothell campus",,2025-10-28 05:08:04.6,2025-10-28 05:51:16.516
3d42ae92-3370-4e59-a3fd-8c29d807523c,BISIA 330,Performing Arts Workshop,5,bothell,School of Interdisciplinary Arts and Sciences (Bothell),IAS Interdisciplinary Arts (BISIA),"Draws on collaboration and ensemble improvisation to inspire critical reflection, with methods including theater, dance, live and recorded music, poetry, storytelling, social media and video. Explores performance-making as a research practice that engages communities, connecting personal experience to current issues of social justice, equity and diversity",None,,"{""Winter 2026""}",(A&H) Arts and Humanities,"IAS INTERDISCIPLINARY ARTS, bothell campus",,2025-10-28 05:08:06.413,2025-10-28 05:51:18.256
b3288c53-2ad4-4559-8ada-49935dbe9fbc,BIS 137,Why Art Matters,5,bothell,School of Interdisciplinary Arts and Sciences (Bothell),Interdisciplinary Studies (BIS),"Explores the profound impact of art on individuals and society. Aims to unlock creativity and provide students with an opportunity to discover art forms they may not have realized they enjoy. Explores the historical, cultural, and emotional dimensions of various art forms, students will gain a deeper understanding of how art influences and reflects our contemporary world.",None,,"{""Winter 2026""}",(A&H) Arts and Humanities,"INTERDISCIPLINARY STUDIES, bothell campus",,2025-10-28 05:08:09.326,2025-10-28 05:51:21.052
450e1bbb-8c70-48d5-9c69-8cd0a8d35d24,BIS 225,Social Psychology,5,bothell,School of Interdisciplinary Arts and Sciences (Bothell),Interdisciplinary Studies (BIS),"Analyzes contemporary research in social psychology and how that research informs social issues including conformity, propaganda, prejudice, attraction, and aggression. Focuses on a person's relationship with other people, how he or she influences them and is influenced by them.",None,,"{""Winter 2026""}",(SSc) Social Science,"INTERDISCIPLINARY STUDIES, bothell campus",PSYCH 245,2025-10-28 05:08:12.261,2025-10-28 05:51:23.931
50ac4b3e-5d8c-4ebb-a871-3ef1f6a45b90,BIS 322,Topics in Performance Studies,5,bothell,School of Interdisciplinary Arts and Sciences (Bothell),Interdisciplinary Studies (BIS),"Examination of a specific topic in order to provide a deeper understanding of a particular aspect of the study of performance. Topics may include transnationalism and performance; eco-performance, community performance; African and Asian theatre. Topics and approaches may vary with instructor.",None,,"{""Winter 2026""}",(A&H) Arts and Humanities,"INTERDISCIPLINARY STUDIES, bothell campus",,2025-10-28 05:08:15.472,2025-10-28 05:51:27.026
eed74de2-d0a6-4b55-81a4-e980697fe650,BIS 369,Indigenous Psychology and Health,5,bothell,School of Interdisciplinary Arts and Sciences (Bothell),Interdisciplinary Studies (BIS),"Explores cultural constructions of personhood, health, and healing in different professional mental health and indigenous community practices for promoting wellness and ameliorating debilitating distress. Requires careful reading and written analyses of peer-reviewed journal articles describing mental health interventions in indigenous communities.",None,,"{""Winter 2026""}",(DIV) Diversity,"INTERDISCIPLINARY STUDIES, bothell campus",,2025-10-28 05:08:18.199,2025-10-28 05:51:29.777
c9a254bf-fa87-4cf4-ace2-b22219ee25fd,BISLEP 301,"Law, Economics, and Public Policy",5,bothell,School of Interdisciplinary Arts and Sciences (Bothell),"Law, Economics, and Public Policy (BISLEP)","Examines the relationships among the fields of law, economics, politics, and public policy, with particular attention to problems of social, economic, and political change. Uses examples from various areas of public policy, including social, environmental, and education policy.","ECON 200, B CUSP 200, BIS 200, or BBUS 220.",,"{""Winter 2026""}",(SSc) Social Science,"LAW, ECONOMICS, AND PUBLIC POLICY, bothell campus",TECON 350,2025-10-28 05:08:21.959,2025-10-28 05:51:33.478
4042a6bf-231d-47e8-ab9c-cef1a2c18f3c,B HLTH 512,Evaluation of Academic and Clinical Performance in Nursing and Healthcare,4,bothell,School of  Nursing and Health Studies,Health (Bothell Campus) (B HLTH),Examines concepts of assessment and evaluation of learning and performance relevant to nurse educators in academic and healthcare delivery settings. Analyzes a range of assessment strategies for formative and summative evaluation. Applies program planning and evaluation principles to educational interventions in the academic and healthcare delivery settings.,Graduate standing or permission of instructor.,,"{""Winter 2026""}",None,"HEALTH (BOTHELL CAMPUS), bothell campus",T NURS 512,2025-10-28 05:08:27.189,2025-10-28 05:51:38.551
5e9a24f7-4aa9-4afd-b791-7077cfa9f403,BHS 201,Introduction to Public Health,5,bothell,School of  Nursing and Health Studies,Health Studies (Bothell Campus) (BHS),"Provides an introduction to the principle of public health with exploration of the frameworks, tools, and evidence base that guides disease prevention and health promotion efforts. Consideration given to ethical and public policy issues important to ensuring the fair distribution of resources.",None,,"{""Winter 2026""}",(NSc) Natural Science or (SSc) Social Science,"HEALTH STUDIES (BOTHELL CAMPUS), bothell campus",TBIOMD 201,2025-10-28 05:08:28.069,2025-10-28 05:51:39.416
